species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Bradyrhizobiaceae	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
Bradyrhizobium	0.00968054211035818	2	0	0	0	0	0.0356649280014266	16	0	0	0	0	0.0114129194247889	3	0	0	0	0	0.0129292511377741	5	0	0	0	0	0.0404653515427415	4	0	0	0	0	0.00377672029609487	2	0	0	0.0091579284765786	4	0	0	0	0	0	0	0	0	0.00679890537623443	4	0	0	0.00188893086513034	1	0.00260375982919336	1	0	0	0	0	0.0060313630880579	1	0.00478514690400995	1	0.00324054570789721	2	0	0
Bradyrhizobium canariense	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium diazoefficiens	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium elkanii	0	0	0	0	0	0	0	0	0	0	0	0	0.0152172258997185	4	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.0045789642382893	2	0	0	0.00840972163821378	3	0	0	0	0	0.00169972634405861	1	0.00420486081910689	1	0	0	0.0104150393167734	4	0	0	0	0	0.0241254523522316	4	0.00957029380801991	2	0.0016202728539486	1	0	0
Bradyrhizobium embrapense	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0	0	0.00260375982919336	1	0	0	0	0	0.0120627261761158	2	0	0	0	0	0.00892458723784025	2
Bradyrhizobium erythrophlei	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00377886105127914	2	0.00258585022755482	1	0.00505331244630856	1	0.0167364016736402	1	0.0101163378856854	1	0.00377886105127914	1	0	0	0.00377672029609487	2	0	0	0.00228948211914465	1	0.0029375477351507	1	0.00840972163821378	3	0.0273935077386659	2	0	0	0.00509917903217582	3	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0.0143554407120299	3	0	0	0	0
Bradyrhizobium icense	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.00324054570789721	2	0	0
Bradyrhizobium japonicum	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0.00228948211914465	1	0.0029375477351507	1	0.00560648109214252	2	0	0	0.00374742364624321	1	0	0	0.00420486081910689	1	0.00188893086513034	1	0.00520751965838671	2	0	0	0.0205592105263158	1	0	0	0.00478514690400995	1	0.00324054570789721	2	0.00446229361892013	1
Bradyrhizobium jicamae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.00686844635743395	3	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.0016202728539486	1	0	0
Bradyrhizobium lablabi	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0	0	0.00258665287118469	1	0.0045789642382893	2	0	0	0.00280324054607126	1	0.013696753869333	1	0	0	0.00169972634405861	1	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0.0178230013934347	11	0	0
Bradyrhizobium liaoningense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium manausense	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium mercantei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
Bradyrhizobium neotropicale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium oligotrophicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium pachyrhizi	0	0	0	0	0	0	0.00222905800008916	1	0.00106262020891113	1	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.00509917903217582	3	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Bradyrhizobium paxllaeri	0	0	0	0	0	0	0	0	0.00212524041782227	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520751965838671	2	0	0	0	0	0.0060313630880579	1	0	0	0	0	0	0
Bradyrhizobium retamae	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0.0379301002438364	7	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00840972163821378	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Bradyrhizobium sp.	0.0193610842207164	4	0.218880180752665	62	0.00585017696785328	2	0.0534973920021399	24	0.00531310104455567	5	0.0950720963397243	12	0.0760861294985924	20	0.00541858574911948	1	0.0302308884102332	16	0.0362019031857675	14	0.227399060083885	45	0	0	0.0708143651997977	7	0.0151154442051166	4	0	0	0.0321021225168064	17	0	0	0.0503686066211823	22	0	0	0.0560648109214252	20	0	0	0.00374742364624321	1	0.0237961688168205	14	0.00420486081910689	1	0.011333585190782	6	0.0546789564130605	21	0.0153186274509804	3	0.0822368421052632	4	0.0482509047044632	8	0.0430663221360896	9	0.0291649113710749	18	0.00892458723784025	2
Bradyrhizobium sp. ARR65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Bradyrhizobium sp. URHD0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium stylosanthis	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium valentinum	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bradyrhizobium yuanmingense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103434009102193	4	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0.0120627261761158	2	0	0	0.00324054570789721	2	0	0
Brenneria goodwinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566829157691872	3	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0091579284765786	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brenneria sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevefilum fermentans	0.0290416263310745	6	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0.0113365831538374	6	0.0439594538684319	17	0.00505331244630856	1	0	0	0	0	0.00755772210255829	2	0.0196598840066844	2	0.0132185210363321	7	0	0	0.0045789642382893	2	0.0029375477351507	1	0.0252291649146413	9	0	0	0.00374742364624321	1	0	0	0.00420486081910689	1	0	0	0.00260375982919336	1	0	0	0	0	0	0	0.0191405876160398	4	0.00972163712369163	6	0.00892458723784025	2
Brevibacillus agri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus borstelensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0.00420486081910689	1	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus brevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0.00520751965838671	2	0.117442810457516	23	0.0411184210526316	2	0	0	0	0	0	0	0	0
Brevibacillus choshinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167364016736402	1	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus formosus	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0.00374742364624321	1	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus laterosporus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162557572473584	3	0	0	0.00258585022755482	1	0.0202132497852342	4	0	0	0	0	0	0	0.00982994200334218	1	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0.00749484729248642	2	0.00169972634405861	1	0	0	0	0	0	0	0.0816993464052288	16	0.0205592105263158	1	0	0	0	0	0	0	0	0
Brevibacillus massiliensis	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00944180074023718	5	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Brevibacillus panacihumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
Brevibacillus parabrevis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus reuszeri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0.00749484729248642	2	0.00509917903217582	3	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Brevibacillus sp.	0.00484027105517909	1	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0.0866973719859117	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacillus thermoruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0051062091503268	1	0	0	0	0	0	0	0	0	0	0
Brevibacterium album	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium linens	0	0	0.00353032549601073	1	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132185210363321	7	0	0	0	0	0	0	0.00840972163821378	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Brevibacterium mcbrellneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium sp.	0	0	0	0	0.00292508848392664	1	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045789642382893	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00944465432565168	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium yomogidense	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevundimonas	0	0	0.0564852079361717	16	0	0	0.0156034060006241	7	0	0	0	0	0	0	0	0	0	0	0.00775755068266446	3	0	0	0	0	0	0	0	0	0	0	0.0113301608882846	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Brevundimonas abyssalis	0	0	0.00353032549601073	1	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0143554407120299	3	0.0016202728539486	1	0	0
Brevundimonas aveniformis	0	0	0	0	0	0	0	0	0.00106262020891113	1	0.00792267469497703	1	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00509917903217582	3	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Brevundimonas diminuta	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00944465432565168	5	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Brevundimonas sp.	0	0	0.00706065099202146	2	0	0	0.0401230440016049	18	0	0	0	0	0.00760861294985924	2	0.00541858574911948	1	0.00377886105127914	2	0.00517170045510964	2	0	0	0	0	0.0101163378856854	1	0	0	0.00982994200334218	1	0.0151068811843795	8	0	0	0.0091579284765786	4	0	0	0.00280324054607126	1	0	0	0.00374742364624321	1	0.00169972634405861	1	0	0	0.00566679259539101	3	0.0156225589751601	6	0.0102124183006536	2	0	0	0	0	0.0382811752320796	8	0.00648109141579442	4	0	0
Brevundimonas sp. Root1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.0016202728539486	1	0	0
Brevundimonas subvibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Brevundimonas vesicularis	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brochothrix campestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brochothrix thermosphacta	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129332643559234	5	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0.00420486081910689	1	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0.0312360553324409	7
Brucella	0	0	0.052954882440161	15	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.0749896565990898	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella abortus	0	0	0	0	0	0	0.0178324640007133	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella melitensis	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205592105263158	1	0.0060313630880579	1	0	0	0	0	0	0
Brucella microti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brucella vulpis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bryobacter aggregatus	0	0	0	0	0	0	0	0	0	0	0.0158453493899541	2	0.0190215323746481	5	0	0	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0	0	0	0	0.00982994200334218	1	0.00755344059218974	4	0	0	0	0	0	0	0.00560648109214252	2	0	0	0	0	0.00339945268811721	2	0	0	0	0	0.00520751965838671	2	0.0102124183006536	2	0	0	0	0	0	0	0.00486081856184582	3	0.00446229361892013	1
Buchnera aphidicola	0	0	0	0	0	0	0	0	0.00212524041782227	2	0.00792267469497703	1	0	0	0.010837171498239	2	0.00377886105127914	2	0.00258585022755482	1	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.0178491744756805	4
Budvicia aquatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028444352503103	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
Bulleidia extructa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia	0.00484027105517909	1	0	0	0	0	0	0	0	0	0.0316906987799081	4	0	0	0	0	0.00188943052563957	1	0.00517170045510964	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.00486081856184582	3	0	0
Burkholderia ambifaria	0	0	0	0	0	0	0	0	0.00106262020891113	1	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Burkholderia arationis	0	0	0	0	0	0	0.00668717400026749	3	0.00212524041782227	2	0.00792267469497703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.00339945268811721	2	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.00648109141579442	4	0	0
Burkholderia arvi	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Burkholderia calidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia catudaia	0.00968054211035818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00755572346052135	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
